NAME1 RA1 DEC1 Z1 RMS1 R1 G1 M1 Cf1 Cl1 Aib1 Aog1 NAME2 RA2 DEC2 Z2 RMS2 R2 G2 M2 Cf2 Cl2 Aib2 Aog2
J084303.60+361011.2 130.764980 36.169766 0.087085 0.015696 27.000000 0.432958 -1.701710 0.236210 2.279660 0.321433 0.159441 J074244.75+241429.9 115.686470 24.241630 0.077524 0.017408 19.000000 0.463554 -1.622709 0.268665 1.989700 0.188215 0.087905
J153019.71+515514.8 232.582110 51.920765 0.087223 0.020919 13.000000 0.593310 -2.097841 0.441226 2.614394 0.186786 0.084943 J223707.89-075056.0 339.282880 -7.848894 0.086112 0.019183 13.000000 0.615068 -2.057199 0.374643 2.614394 0.185906 0.112798
J153019.71+515514.8 232.582110 51.920765 0.087223 0.020919 13.000000 0.593310 -2.097841 0.441226 2.614394 0.186786 0.084943 J134123.05+582132.1 205.346060 58.358917 0.086156 0.016599 11.000000 0.628795 -2.055516 0.386138 2.385606 0.124962 0.082365
J153019.71+515514.8 232.582110 51.920765 0.087223 0.020919 13.000000 0.593310 -2.097841 0.441226 2.614394 0.186786 0.084943 J132403.64-005236.2 201.015150 -0.876736 0.085017 0.012170 15.000000 0.617909 -2.014270 0.395934 3.010300 0.176058 0.125665
J153019.71+515514.8 232.582110 51.920765 0.087223 0.020919 13.000000 0.593310 -2.097841 0.441226 2.614394 0.186786 0.084943 J112109.25+595122.2 170.288550 59.856158 0.083644 0.012274 11.000000 0.674792 -2.225362 0.520833 2.385606 0.086761 0.066172
J153019.71+515514.8 232.582110 51.920765 0.087223 0.020919 13.000000 0.593310 -2.097841 0.441226 2.614394 0.186786 0.084943 J213914.20+114227.7 324.809160 11.707705 0.078027 0.016054 13.000000 0.616100 -2.103520 0.422937 2.614394 0.185109 0.107200
J222826.90-093346.1 337.112080 -9.562799 0.087287 0.021448 15.000000 0.558709 -2.063207 0.355251 3.010300 0.172005 0.079694 J133703.88+604923.8 204.266170 60.823286 0.085831 0.017009 15.000000 0.600473 -1.843873 0.372573 2.385606 0.112750 0.063718
J222826.90-093346.1 337.112080 -9.562799 0.087287 0.021448 15.000000 0.558709 -2.063207 0.355251 3.010300 0.172005 0.079694 J005800.81+002845.2 14.503356 0.479234 0.080127 0.008754 17.000000 0.640934 -2.158087 0.459940 3.184110 0.160609 0.124487
J222826.90-093346.1 337.112080 -9.562799 0.087287 0.021448 15.000000 0.558709 -2.063207 0.355251 3.010300 0.172005 0.079694 J094828.32+580120.3 147.117980 58.022308 0.083586 0.014308 14.000000 0.665181 -2.048545 0.428468 2.821357 0.105667 0.077185
J222826.90-093346.1 337.112080 -9.562799 0.087287 0.021448 15.000000 0.558709 -2.063207 0.355251 3.010300 0.172005 0.079694 J033538.17-073659.0 53.909032 -7.616400 0.077816 0.021686 15.000000 0.620102 -2.097303 0.473599 2.821357 0.206547 0.131340
J222826.90-093346.1 337.112080 -9.562799 0.087287 0.021448 15.000000 0.558709 -2.063207 0.355251 3.010300 0.172005 0.079694 J134245.86+403913.7 205.691080 40.653803 0.089043 0.019971 15.000000 0.597753 -2.302194 0.407740 3.010300 0.157112 0.080300
J095053.97+632145.7 147.724870 63.362705 0.087297 0.022566 10.000000 0.631632 -2.136547 0.443998 3.010300 0.152139 0.074333 J023841.81-075413.5 39.674228 -7.903748 0.085548 0.011612 8.000000 0.684579 -1.956633 0.429152 2.720340 0.082334 0.064200
J095053.97+632145.7 147.724870 63.362705 0.087297 0.022566 10.000000 0.631632 -2.136547 0.443998 3.010300 0.152139 0.074333 J021341.14+133438.7 33.421435 13.577407 0.089790 0.014545 10.000000 0.572463 -2.127813 0.367950 3.266063 0.196075 0.139813
J095053.97+632145.7 147.724870 63.362705 0.087297 0.022566 10.000000 0.631632 -2.136547 0.443998 3.010300 0.152139 0.074333 J100651.32+612208.0 151.713850 61.368886 0.087252 0.019076 11.000000 0.604412 -2.181776 0.380653 3.266063 0.189029 0.112412
J095053.97+632145.7 147.724870 63.362705 0.087297 0.022566 10.000000 0.631632 -2.136547 0.443998 3.010300 0.152139 0.074333 J131749.70-011905.4 199.457070 -1.318170 0.079722 0.018328 9.000000 0.638468 -1.851413 0.418029 2.720340 0.140314 0.099283
J095053.97+632145.7 147.724870 63.362705 0.087297 0.022566 10.000000 0.631632 -2.136547 0.443998 3.010300 0.152139 0.074333 J151543.45+344141.1 228.931040 34.694749 0.085619 0.015966 14.000000 0.553705 -1.950650 0.323599 2.821357 0.182589 0.088036
J131407.12+434634.3 198.529660 43.776185 0.087334 0.020180 10.000000 0.671583 -2.497484 0.551997 3.010300 0.106706 0.075163 J151039.39+471316.3 227.664120 47.221183 0.087579 0.023225 10.000000 0.579144 -2.034302 0.373540 3.266063 0.155969 0.084522
J131407.12+434634.3 198.529660 43.776185 0.087334 0.020180 10.000000 0.671583 -2.497484 0.551997 3.010300 0.106706 0.075163 J115216.77+023335.9 178.069860 2.559979 0.087441 0.017039 9.000000 0.711108 -2.202484 0.572080 2.720340 0.092085 0.070399
J131407.12+434634.3 198.529660 43.776185 0.087334 0.020180 10.000000 0.671583 -2.497484 0.551997 3.010300 0.106706 0.075163 J074017.22+421752.8 115.071740 42.298008 0.084440 0.016284 11.000000 0.648551 -2.339091 0.494447 3.266063 0.137710 0.091461
J131407.12+434634.3 198.529660 43.776185 0.087334 0.020180 10.000000 0.671583 -2.497484 0.551997 3.010300 0.106706 0.075163 J104827.56+403318.1 162.114830 40.555016 0.080953 0.016460 15.000000 0.603380 -2.196871 0.416760 2.821357 0.175708 0.097561
J131407.12+434634.3 198.529660 43.776185 0.087334 0.020180 10.000000 0.671583 -2.497484 0.551997 3.010300 0.106706 0.075163 J151946.25+511854.5 229.942710 51.315140 0.079431 0.022308 15.000000 0.599085 -2.111045 0.373180 2.821357 0.207749 0.109112
J102056.91+384405.5 155.237130 38.734851 0.087472 0.015574 8.000000 0.760937 -2.104327 0.574324 2.385606 0.045105 0.040692 J134755.16+115454.7 206.979830 11.915194 0.088046 0.024013 13.000000 0.615057 -2.320079 0.436486 3.701813 0.131830 0.069239
J102056.91+384405.5 155.237130 38.734851 0.087472 0.015574 8.000000 0.760937 -2.104327 0.574324 2.385606 0.045105 0.040692 J094828.32+580120.3 147.117980 58.022308 0.083586 0.014308 14.000000 0.665181 -2.048545 0.428468 2.821357 0.105667 0.077185
J102056.91+384405.5 155.237130 38.734851 0.087472 0.015574 8.000000 0.760937 -2.104327 0.574324 2.385606 0.045105 0.040692 J115503.13+123847.9 178.763060 12.646641 0.078941 0.023345 15.000000 0.643713 -2.183906 0.493093 3.010300 0.129859 0.069074
J102056.91+384405.5 155.237130 38.734851 0.087472 0.015574 8.000000 0.760937 -2.104327 0.574324 2.385606 0.045105 0.040692 J224925.52-092058.6 342.356330 -9.349607 0.084823 0.029510 10.000000 0.678795 -2.248823 0.543499 3.010300 0.122775 0.093494
J102056.91+384405.5 155.237130 38.734851 0.087472 0.015574 8.000000 0.760937 -2.104327 0.574324 2.385606 0.045105 0.040692 J115209.28-013928.6 178.038680 -1.657954 0.080439 0.024757 11.000000 0.675209 -2.146540 0.435769 2.385606 0.114737 0.089899
J092655.92+525618.3 141.733010 52.938409 0.087585 0.014015 25.000000 0.565643 -2.106832 0.358017 3.010300 0.194928 0.129187 J014924.83-100913.3 27.353440 -10.153685 0.086204 0.019698 22.000000 0.620088 -2.563533 0.523704 4.008162 0.179396 0.119915
J092655.92+525618.3 141.733010 52.938409 0.087585 0.014015 25.000000 0.565643 -2.106832 0.358017 3.010300 0.194928 0.129187 J115424.90+124706.8 178.603740 12.785212 0.080666 0.025203 20.000000 0.634849 -2.363782 0.500087 3.766638 0.130791 0.080938
J092655.92+525618.3 141.733010 52.938409 0.087585 0.014015 25.000000 0.565643 -2.106832 0.358017 3.010300 0.194928 0.129187 J082825.43+262350.5 127.105950 26.397353 0.081031 0.023485 27.000000 0.526609 -2.048416 0.373632 3.116246 0.245561 0.119955
J092655.92+525618.3 141.733010 52.938409 0.087585 0.014015 25.000000 0.565643 -2.106832 0.358017 3.010300 0.194928 0.129187 J095100.58+012313.2 147.752410 1.387006 0.089201 0.021805 25.000000 0.510955 -2.328516 0.412874 3.383468 0.150981 0.089742
J092655.92+525618.3 141.733010 52.938409 0.087585 0.014015 25.000000 0.565643 -2.106832 0.358017 3.010300 0.194928 0.129187 J213232.42+010438.4 323.135080 1.077331 0.087365 0.008517 32.000000 0.642419 -2.547851 0.550472 3.890756 0.130776 0.073150
J124904.15-022235.9 192.267310 -2.376641 0.087605 0.018641 5.000000 0.732300 -2.142945 0.457362 3.010300 0.150258 0.145794 J152211.95+331354.5 230.549810 33.231795 0.081192 0.018770 6.000000 0.713569 -2.158014 0.575120 3.494850 0.097901 0.088179
J124904.15-022235.9 192.267310 -2.376641 0.087605 0.018641 5.000000 0.732300 -2.142945 0.457362 3.010300 0.150258 0.145794 J111229.31+464433.2 168.122120 46.742561 0.078027 0.020938 10.000000 0.575175 -2.164150 0.414949 3.010300 0.136328 0.059104
J124904.15-022235.9 192.267310 -2.376641 0.087605 0.018641 5.000000 0.732300 -2.142945 0.457362 3.010300 0.150258 0.145794 J123220.28+051918.2 188.084480 5.321712 0.078577 0.017332 10.000000 0.623302 -2.081706 0.343416 2.129844 0.124256 0.089338
J124904.15-022235.9 192.267310 -2.376641 0.087605 0.018641 5.000000 0.732300 -2.142945 0.457362 3.010300 0.150258 0.145794 J132349.24-013032.8 200.955170 -1.509122 0.085277 0.017743 9.000000 0.635365 -2.079950 0.445943 2.720340 0.146824 0.105789
J124904.15-022235.9 192.267310 -2.376641 0.087605 0.018641 5.000000 0.732300 -2.142945 0.457362 3.010300 0.150258 0.145794 J104252.84+545154.0 160.720160 54.864991 0.087126 0.017024 10.000000 0.644125 -1.986356 0.357475 3.010300 0.111701 0.061141
J115540.67+434840.3 178.919450 43.811205 0.087616 0.021671 32.000000 0.507271 -2.363805 0.392715 3.580017 0.221258 0.117885 J081917.12+345939.5 124.821340 34.994301 0.085635 0.017619 20.000000 0.633402 -2.112340 0.482041 3.010300 0.104041 0.079798
J115540.67+434840.3 178.919450 43.811205 0.087616 0.021671 32.000000 0.507271 -2.363805 0.392715 3.580017 0.221258 0.117885 J122321.87+663551.0 185.841110 66.597494 0.088972 0.026538 30.000000 0.488390 -2.072547 0.319610 3.010300 0.311822 0.131890
J115540.67+434840.3 178.919450 43.811205 0.087616 0.021671 32.000000 0.507271 -2.363805 0.392715 3.580017 0.221258 0.117885 J094410.75+393829.9 146.044800 39.641637 0.079041 0.026858 27.000000 0.554818 -2.131905 0.356592 3.010300 0.190952 0.107813
J115540.67+434840.3 178.919450 43.811205 0.087616 0.021671 32.000000 0.507271 -2.363805 0.392715 3.580017 0.221258 0.117885 J101326.32+502643.7 153.359680 50.445468 0.078442 0.024073 33.000000 0.476634 -2.197783 0.328768 3.184110 0.213791 0.092148
J115540.67+434840.3 178.919450 43.811205 0.087616 0.021671 32.000000 0.507271 -2.363805 0.392715 3.580017 0.221258 0.117885 J170208.88+641221.0 255.537010 64.205825 0.084344 0.015432 20.000000 0.663760 -2.167086 0.469627 2.870156 0.098167 0.064661
J125111.69-005758.1 192.798700 -0.966126 0.087766 0.018386 5.000000 0.718843 -2.046871 0.439701 3.010300 0.144631 0.144631 J090745.82+000328.6 136.940930 0.057936 0.087345 0.013969 23.000000 0.491871 -1.604523 0.245345 2.261488 0.224912 0.094962
J125111.69-005758.1 192.798700 -0.966126 0.087766 0.018386 5.000000 0.718843 -2.046871 0.439701 3.010300 0.144631 0.144631 J095621.90+123631.6 149.091240 12.608781 0.078775 0.012744 13.000000 0.676664 -2.314924 0.523844 2.821357 0.100408 0.081581
J125111.69-005758.1 192.798700 -0.966126 0.087766 0.018386 5.000000 0.718843 -2.046871 0.439701 3.010300 0.144631 0.144631 J115906.35-020718.0 179.776470 -2.121675 0.087704 0.026295 10.000000 0.612663 -2.084814 0.353390 3.266063 0.145106 0.096740
J125111.69-005758.1 192.798700 -0.966126 0.087766 0.018386 5.000000 0.718843 -2.046871 0.439701 3.010300 0.144631 0.144631 J165405.69+421240.7 253.523690 42.211314 0.082517 0.017025 15.000000 0.596875 -2.018966 0.361181 2.821357 0.150924 0.091226
J125111.69-005758.1 192.798700 -0.966126 0.087766 0.018386 5.000000 0.718843 -2.046871 0.439701 3.010300 0.144631 0.144631 J091435.05+405454.4 138.646050 40.915105 0.083493 0.015090 11.000000 0.668624 -2.019085 0.401729 2.385606 0.167331 0.146773
J112718.75+585025.1 171.828130 58.840297 0.087810 0.012746 24.000000 0.521748 -1.821793 0.283775 2.385606 0.186265 0.109932 J115142.02+424131.8 177.925070 42.692156 0.087007 0.023671 13.000000 0.644839 -1.863450 0.463571 2.614394 0.234668 0.197837
J112718.75+585025.1 171.828130 58.840297 0.087810 0.012746 24.000000 0.521748 -1.821793 0.283775 2.385606 0.186265 0.109932 J142932.70+364535.1 217.386240 36.759749 0.079793 0.023208 18.000000 0.619961 -2.265575 0.492777 3.184110 0.161640 0.083305
J112718.75+585025.1 171.828130 58.840297 0.087810 0.012746 24.000000 0.521748 -1.821793 0.283775 2.385606 0.186265 0.109932 J112718.75+585025.1 171.828130 58.840297 0.087810 0.012746 24.000000 0.521748 -1.821793 0.283775 2.385606 0.186265 0.109932
J112718.75+585025.1 171.828130 58.840297 0.087810 0.012746 24.000000 0.521748 -1.821793 0.283775 2.385606 0.186265 0.109932 J130352.47+044305.4 195.968630 4.718171 0.087606 0.024009 18.000000 0.578481 -2.236649 0.431767 3.345034 0.253133 0.139423
J112718.75+585025.1 171.828130 58.840297 0.087810 0.012746 24.000000 0.521748 -1.821793 0.283775 2.385606 0.186265 0.109932 J111653.99+593146.8 169.224960 59.529670 0.081385 0.022039 10.000000 0.693649 -1.931824 0.503883 2.129844 0.183934 0.176356
J073038.93+384844.3 112.662190 38.812312 0.087813 0.020907 11.000000 0.692321 -2.452146 0.548350 3.266063 0.138805 0.103778 J000130.26-001446.1 0.376100 -0.246148 0.088780 0.009028 11.000000 0.682843 -2.148531 0.545474 2.385606 0.110093 0.094436
J073038.93+384844.3 112.662190 38.812312 0.087813 0.020907 11.000000 0.692321 -2.452146 0.548350 3.266063 0.138805 0.103778 J165057.72+355221.7 252.740500 35.872700 0.088420 0.020813 13.000000 0.612083 -2.001230 0.409138 2.614394 0.124466 0.061758
J073038.93+384844.3 112.662190 38.812312 0.087813 0.020907 11.000000 0.692321 -2.452146 0.548350 3.266063 0.138805 0.103778 J115845.47-014821.7 179.689470 -1.806032 0.087929 0.026263 15.000000 0.533241 -1.497099 0.243715 2.385606 0.309343 0.218445
J073038.93+384844.3 112.662190 38.812312 0.087813 0.020907 11.000000 0.692321 -2.452146 0.548350 3.266063 0.138805 0.103778 J121908.38+535213.8 184.784930 53.870487 0.087581 0.025045 10.000000 0.639157 -2.250789 0.375323 3.266063 0.107109 0.069652
J073038.93+384844.3 112.662190 38.812312 0.087813 0.020907 11.000000 0.692321 -2.452146 0.548350 3.266063 0.138805 0.103778 J033213.21+001546.6 53.055043 0.262958 0.086408 0.006363 10.000000 0.621242 -1.941899 0.494960 3.010300 0.165101 0.165101
J080045.24+295143.8 120.188510 29.862172 0.088070 0.019390 20.000000 0.512505 -1.959203 0.405998 2.870156 0.398277 0.218696 J105234.80+393349.5 163.145000 39.563746 0.082303 0.018172 13.000000 0.654994 -2.181949 0.530019 2.614394 0.103146 0.057614
J080045.24+295143.8 120.188510 29.862172 0.088070 0.019390 20.000000 0.512505 -1.959203 0.405998 2.870156 0.398277 0.218696 J115817.25+004602.2 179.571860 0.767280 0.078220 0.016225 15.000000 0.597243 -1.942392 0.421826 2.385606 0.146076 0.117658
J080045.24+295143.8 120.188510 29.862172 0.088070 0.019390 20.000000 0.512505 -1.959203 0.405998 2.870156 0.398277 0.218696 J123721.19+050838.3 189.338280 5.143970 0.085807 0.025814 10.000000 0.655779 -2.097281 0.329333 2.129844 0.284056 0.246511
J080045.24+295143.8 120.188510 29.862172 0.088070 0.019390 20.000000 0.512505 -1.959203 0.405998 2.870156 0.398277 0.218696 J080713.62+065101.3 121.806750 6.850367 0.081781 0.012115 10.000000 0.720465 -2.191307 0.559267 3.266063 0.056031 0.051901
J080045.24+295143.8 120.188510 29.862172 0.088070 0.019390 20.000000 0.512505 -1.959203 0.405998 2.870156 0.398277 0.218696 J170928.86+334913.4 257.370250 33.820400 0.082428 0.012023 15.000000 0.647584 -1.949248 0.406362 3.010300 0.142421 0.101467
J033207.10-053753.7 53.029598 -5.631571 0.088122 0.020305 8.000000 0.647695 -1.917714 0.466744 2.385606 0.186899 0.152695 J153026.32+000010.8 232.609660 0.003003 0.085717 0.016335 10.000000 0.629992 -1.966413 0.339029 2.129844 0.115124 0.070577
J033207.10-053753.7 53.029598 -5.631571 0.088122 0.020305 8.000000 0.647695 -1.917714 0.466744 2.385606 0.186899 0.152695 J002101.45-104859.3 5.256022 -10.816470 0.088532 0.015078 14.000000 0.584249 -2.179400 0.427247 3.494850 0.163570 0.084678
J033207.10-053753.7 53.029598 -5.631571 0.088122 0.020305 8.000000 0.647695 -1.917714 0.466744 2.385606 0.186899 0.152695 J142651.93+562450.9 216.716380 56.414145 0.079079 0.025437 10.000000 0.630196 -2.072482 0.405412 3.010300 0.134244 0.080878
J033207.10-053753.7 53.029598 -5.631571 0.088122 0.020305 8.000000 0.647695 -1.917714 0.466744 2.385606 0.186899 0.152695 J222126.57+123033.8 335.360710 12.509383 0.079585 0.017995 11.000000 0.516682 -1.840948 0.251414 2.385606 0.154756 0.089614
J033207.10-053753.7 53.029598 -5.631571 0.088122 0.020305 8.000000 0.647695 -1.917714 0.466744 2.385606 0.186899 0.152695 J091449.47+494530.4 138.706130 49.758445 0.082863 0.023808 6.000000 0.727637 -2.107263 0.575303 1.989700 0.177293 0.169480
J150648.86+341306.8 226.703580 34.218555 0.088156 0.023342 19.000000 0.560926 -2.247857 0.426493 3.345034 0.217202 0.105579 J010501.52-011224.3 16.256335 -1.206741 0.079001 0.008153 15.000000 0.709595 -2.407294 0.584645 3.184110 0.206188 0.189138
J150648.86+341306.8 226.703580 34.218555 0.088156 0.023342 19.000000 0.560926 -2.247857 0.426493 3.345034 0.217202 0.105579 J112100.96+035830.3 170.254000 3.975093 0.088043 0.023595 11.000000 0.657672 -2.093769 0.456113 2.385606 0.193864 0.163822
J150648.86+341306.8 226.703580 34.218555 0.088156 0.023342 19.000000 0.560926 -2.247857 0.426493 3.345034 0.217202 0.105579 J142934.07-000237.8 217.391940 -0.043841 0.086114 0.017601 27.000000 0.544426 -2.509114 0.446638 3.701813 0.230493 0.102009
J150648.86+341306.8 226.703580 34.218555 0.088156 0.023342 19.000000 0.560926 -2.247857 0.426493 3.345034 0.217202 0.105579 J085824.23+520541.2 134.600960 52.094788 0.089661 0.012332 15.000000 0.683183 -2.157777 0.540084 3.010300 0.110226 0.080132
J150648.86+341306.8 226.703580 34.218555 0.088156 0.023342 19.000000 0.560926 -2.247857 0.426493 3.345034 0.217202 0.105579 J082256.56+065841.4 125.735670 6.978166 0.087350 0.018885 16.000000 0.599169 -2.153641 0.466618 3.184110 0.144326 0.086724
J161153.13+530427.1 242.971390 53.074202 0.088190 0.021837 13.000000 0.568082 -2.102661 0.364556 2.614394 0.178696 0.096602 J095621.90+123631.6 149.091240 12.608781 0.078775 0.012744 13.000000 0.676664 -2.314924 0.523844 2.821357 0.100408 0.081581
J161153.13+530427.1 242.971390 53.074202 0.088190 0.021837 13.000000 0.568082 -2.102661 0.364556 2.614394 0.178696 0.096602 J090745.82+000328.6 136.940930 0.057936 0.087345 0.013969 23.000000 0.491871 -1.604523 0.245345 2.261488 0.224912 0.094962
J161153.13+530427.1 242.971390 53.074202 0.088190 0.021837 13.000000 0.568082 -2.102661 0.364556 2.614394 0.178696 0.096602 J091812.60+321249.3 139.552520 32.213686 0.085210 0.017766 17.000000 0.590558 -2.126790 0.437768 3.184110 0.186163 0.086619
J161153.13+530427.1 242.971390 53.074202 0.088190 0.021837 13.000000 0.568082 -2.102661 0.364556 2.614394 0.178696 0.096602 J115906.35-020718.0 179.776470 -2.121675 0.087704 0.026295 10.000000 0.612663 -2.084814 0.353390 3.266063 0.145106 0.096740
J161153.13+530427.1 242.971390 53.074202 0.088190 0.021837 13.000000 0.568082 -2.102661 0.364556 2.614394 0.178696 0.096602 J150809.58+014152.6 227.039900 1.697936 0.088479 0.027809 15.000000 0.582441 -2.172972 0.428913 2.821357 0.249457 0.113044
J073703.29+424414.7 114.263710 42.737404 0.088192 0.027790 13.000000 0.636607 -2.454729 0.443385 3.494850 0.162517 0.088557 J102143.30+011428.4 155.430420 1.241226 0.078537 0.016698 18.000000 0.644660 -2.384341 0.542715 3.345034 0.160793 0.099849
J073703.29+424414.7 114.263710 42.737404 0.088192 0.027790 13.000000 0.636607 -2.454729 0.443385 3.494850 0.162517 0.088557 J140452.65+532332.1 211.219370 53.392253 0.080836 0.022769 10.000000 0.702491 -2.092125 0.471895 3.010300 0.074065 0.052236
J073703.29+424414.7 114.263710 42.737404 0.088192 0.027790 13.000000 0.636607 -2.454729 0.443385 3.494850 0.162517 0.088557 J225248.96-094653.9 343.203980 -9.781629 0.080639 0.028969 19.000000 0.545025 -2.349713 0.454883 3.494850 0.309818 0.195187
J073703.29+424414.7 114.263710 42.737404 0.088192 0.027790 13.000000 0.636607 -2.454729 0.443385 3.494850 0.162517 0.088557 J124321.32+005923.7 190.838840 0.989920 0.083462 0.017650 13.000000 0.663980 -2.069413 0.484437 2.614394 0.128443 0.089237
J073703.29+424414.7 114.263710 42.737404 0.088192 0.027790 13.000000 0.636607 -2.454729 0.443385 3.494850 0.162517 0.088557 J114840.14-021637.2 177.167260 -2.277009 0.084861 0.023616 15.000000 0.570948 -2.365807 0.522866 3.184110 0.176338 0.109557
J115314.85+120620.3 178.311870 12.105650 0.088204 0.024320 15.000000 0.610816 -2.140145 0.414472 2.821357 0.178958 0.083387 J110408.62+023540.0 166.035900 2.594437 0.081055 0.019639 19.000000 0.576200 -2.312795 0.426808 3.345034 0.220038 0.130072
J115314.85+120620.3 178.311870 12.105650 0.088204 0.024320 15.000000 0.610816 -2.140145 0.414472 2.821357 0.178958 0.083387 J082039.98+073009.1 125.166600 7.502524 0.083136 0.016774 10.000000 0.650961 -2.456394 0.562823 3.266063 0.132301 0.110083
J115314.85+120620.3 178.311870 12.105650 0.088204 0.024320 15.000000 0.610816 -2.140145 0.414472 2.821357 0.178958 0.083387 J103053.09+094454.8 157.721200 9.748546 0.083674 0.023574 10.000000 0.637494 -1.971667 0.437576 2.129844 0.129899 0.100440
J115314.85+120620.3 178.311870 12.105650 0.088204 0.024320 15.000000 0.610816 -2.140145 0.414472 2.821357 0.178958 0.083387 J001816.49-085805.2 4.568694 -8.968115 0.081286 0.019380 19.000000 0.560892 -2.186996 0.444105 3.345034 0.204124 0.079429
J115314.85+120620.3 178.311870 12.105650 0.088204 0.024320 15.000000 0.610816 -2.140145 0.414472 2.821357 0.178958 0.083387 J105358.47+123625.3 163.493620 12.607016 0.078349 0.019730 19.000000 0.560545 -2.037928 0.387812 2.720340 0.230409 0.097757
J214559.99+111326.0 326.499970 11.223895 0.088245 0.018817 15.000000 0.633067 -2.502569 0.484310 3.184110 0.138394 0.095351 J131058.37+024710.6 197.743220 2.786274 0.084321 0.026977 15.000000 0.617685 -2.369366 0.493946 3.184110 0.178493 0.120184
J214559.99+111326.0 326.499970 11.223895 0.088245 0.018817 15.000000 0.633067 -2.502569 0.484310 3.184110 0.138394 0.095351 J232313.54-101225.2 350.806430 -10.207003 0.086282 0.014780 17.000000 0.626218 -1.944419 0.451997 2.559417 0.157064 0.115374
J214559.99+111326.0 326.499970 11.223895 0.088245 0.018817 15.000000 0.633067 -2.502569 0.484310 3.184110 0.138394 0.095351 J213333.31-071249.2 323.388810 -7.213674 0.086410 0.028072 20.000000 0.577602 -2.512376 0.483827 3.494850 0.239448 0.120584
J214559.99+111326.0 326.499970 11.223895 0.088245 0.018817 15.000000 0.633067 -2.502569 0.484310 3.184110 0.138394 0.095351 J141307.18+031707.3 213.279930 3.285354 0.084647 0.020193 15.000000 0.671587 -2.399936 0.538540 3.701813 0.163817 0.106728
J214559.99+111326.0 326.499970 11.223895 0.088245 0.018817 15.000000 0.633067 -2.502569 0.484310 3.184110 0.138394 0.095351 J142743.36+364007.2 216.930680 36.668669 0.084340 0.015300 13.000000 0.652802 -2.096414 0.468933 2.614394 0.094919 0.067391
J155024.06+281116.8 237.600260 28.188000 0.088264 0.014995 15.000000 0.614035 -2.370405 0.489317 3.890756 0.124253 0.066205 J151625.16+315109.5 229.104830 31.852642 0.089789 0.021931 15.000000 0.619029 -2.344555 0.488232 3.010300 0.192142 0.105595
J155024.06+281116.8 237.600260 28.188000 0.088264 0.014995 15.000000 0.614035 -2.370405 0.489317 3.890756 0.124253 0.066205 J124847.94-015732.0 192.199760 -1.958892 0.088730 0.017549 13.000000 0.635564 -2.147773 0.405323 2.614394 0.075698 0.057132
J155024.06+281116.8 237.600260 28.188000 0.088264 0.014995 15.000000 0.614035 -2.370405 0.489317 3.890756 0.124253 0.066205 J122623.22+662321.5 186.596730 66.389315 0.085086 0.017441 13.000000 0.665076 -2.263863 0.540183 2.614394 0.149510 0.111643
J155024.06+281116.8 237.600260 28.188000 0.088264 0.014995 15.000000 0.614035 -2.370405 0.489317 3.890756 0.124253 0.066205 J162811.46+472843.6 247.047740 47.478767 0.083641 0.022765 17.000000 0.496892 -1.815565 0.284615 2.074867 0.201638 0.104668
J155024.06+281116.8 237.600260 28.188000 0.088264 0.014995 15.000000 0.614035 -2.370405 0.489317 3.890756 0.124253 0.066205 J080827.36+350021.8 122.113980 35.006064 0.084809 0.015850 17.000000 0.595577 -1.986128 0.354135 2.559417 0.170735 0.115362
J160958.52+460950.2 242.493840 46.163949 0.088272 0.019890 9.000000 0.671591 -2.321045 0.602172 2.720340 0.100168 0.091423 J121908.38+535213.8 184.784930 53.870487 0.087581 0.025045 10.000000 0.639157 -2.250789 0.375323 3.266063 0.107109 0.069652
J160958.52+460950.2 242.493840 46.163949 0.088272 0.019890 9.000000 0.671591 -2.321045 0.602172 2.720340 0.100168 0.091423 J223532.99+142627.3 338.887460 14.440904 0.083156 0.017064 18.000000 0.556034 -2.013152 0.383612 2.720340 0.241096 0.145282
J160958.52+460950.2 242.493840 46.163949 0.088272 0.019890 9.000000 0.671591 -2.321045 0.602172 2.720340 0.100168 0.091423 J073800.82+420049.5 114.503420 42.013751 0.087386 0.024615 11.000000 0.586913 -2.049526 0.299226 2.385606 0.161125 0.103470
J160958.52+460950.2 242.493840 46.163949 0.088272 0.019890 9.000000 0.671591 -2.321045 0.602172 2.720340 0.100168 0.091423 J115845.47-014821.7 179.689470 -1.806032 0.087929 0.026263 15.000000 0.533241 -1.497099 0.243715 2.385606 0.309343 0.218445
J160958.52+460950.2 242.493840 46.163949 0.088272 0.019890 9.000000 0.671591 -2.321045 0.602172 2.720340 0.100168 0.091423 J165057.72+355221.7 252.740500 35.872700 0.088420 0.020813 13.000000 0.612083 -2.001230 0.409138 2.614394 0.124466 0.061758
J103618.51+115854.6 159.077140 11.981826 0.088287 0.024520 15.000000 0.477101 -1.792730 0.303143 2.196663 0.314671 0.147630 J000431.92-011411.7 1.132990 -1.236591 0.088852 0.009439 10.000000 0.720934 -2.432380 0.621020 3.010300 0.115336 0.102696
J103618.51+115854.6 159.077140 11.981826 0.088287 0.024520 15.000000 0.477101 -1.792730 0.303143 2.196663 0.314671 0.147630 J104941.36+422345.9 162.422330 42.396084 0.079764 0.015140 13.000000 0.639508 -2.258507 0.422153 2.614394 0.117996 0.057205
